	exp_with_feature_sel_1	exp_with_feature_sel_2	exp_with_feature_sel_3	exp_with_feature_sel_4	exp_with_feature_sel_5	exp_with_feature_sel_6	exp_with_feature_sel_7	exp_with_feature_sel_8	exp_with_feature_sel_9	exp_with_feature_sel_10	exp_with_feature_sel_11	exp_with_feature_sel_12	exp_with_feature_sel_13	exp_with_feature_sel_14	exp_with_feature_sel_15	exp_with_feature_sel_16	exp_with_feature_sel_17	exp_with_feature_sel_18	exp_with_feature_sel_19	exp_with_feature_sel_20
lah_____________A	0.7780901329705767	0.7608261898597299	0.5980377351301756	0.7920079740378847	0.8091007036617479	0.8046452081662516	0.7043538694949543	0.8210443668975873	0.7854482813442237	0.7344257572605682	0.6746143748897988	0.6971708274070005	0.7831548286874108	0.7117223090335562	0.6860010234749785	0.7765640521086475	0.8435873278823629	0.7327454469758172	0.7898695672071646	0.6173495863950562
lav_____________A	0.01361169102720483	0.05709785209051993	0.016136855030271284	0.038233503476090516	0.02905771658141524	0.01966571651193384	0.03933029801069425	0.02739356104187738	0.028138235154695965	0.01787561837016674	0.03449441414415119	0.03517578027383934	0.01983173266850003	0.008413492261557182	0.03380661133889266	0.02558984648146963	0.017027431097507872	0.021435164333837922	0.032733625726643296	0.03223182791763525
hai_____________A	0.3169446738089045	0.1792320983459303	0.3434679246335383	0.2946919300728789	0.4859484806788841	0.16842866412891966	0.35184429879369683	0.3184587141681873	0.28583367274634497	0.3263525713579399	0.24590298052018	0.25228723362682665	0.32639678792825483	0.3032411775273639	0.26088049027729804	0.29218521973895695	0.3822414390231712	0.31163253939927044	0.34367641764467294	0.19575760905521788
bnc_____________A	0.7177318208553536	0.6791648548853171	0.6139120102965219	0.7512013020456136	0.7877544546285845	0.6953087690000361	0.7092330773560076	0.7608936129621814	0.6925224214974559	0.706187221920316	0.6477172746150345	0.6460106304510433	0.703999047586674	0.6535931798167239	0.6675668885397655	0.7148329634284717	0.7443504546837628	0.6965644089020758	0.7464282229937489	0.5671593346332319
uzb_____________A	0.03834623517927045	0.05561568441096249	0.02055693512320794	0.01129546649587313	0.039437392501225216	0.06526104011434358	0.04472223335679578	0.05050561794384237	0.1735499964127522	0.07385233511259481	0.03594269600414811	0.16219726159219716	0.025882312896596954	0.08449748742272697	0.07000786153832295	0.030353338499368797	0.12594082368655934	0.17209378937849126	0.02151398977924504	0.04298043837346564
nor_____________A	0.4282299715838153	0.37629802858791644	0.047670408006535936	0.3140514957795324	0.35772534138609935	0.35391735782169326	0.3466700024043935	0.4969484560021325	0.3502463292243273	0.15933993952465272	0.17440047093895308	0.31716531263542136	0.3894997205475046	0.38034544933067826	0.3237274603266475	0.32002745809393046	0.5665094510727939	0.42863684316191963	0.49538549842960533	0.25128895634083054
zpszap6_________a	0.43344249377190763	0.3315102820152809	0.2880994032077182	0.35274086485313083	0.3447460916046125	0.3957926605695441	0.36709575468680833	0.47257049369944704	0.46100693417360517	0.3769612839058939	0.294858005111448	0.3514262068824936	0.5272095018536518	0.3203759443297737	0.35205941045639505	0.23340414062138068	0.39606641034038886	0.29481708237469395	0.46963267249184343	0.2984612728760552
yid_____________A	0.0702292800334219	0.08477630473773412	0.10237206870031912	0.18371081466698252	0.11425995357668609	0.034804137918296264	0.0536529305851405	0.06002444636377064	0.07054492748093495	0.08901587707956825	0.03715110979765419	0.036062317687331986	0.05481160420501028	1.0063436621186617e-13	0.03769067197677098	0.187048830241518	0.1017152615950768	0.04640262242566909	0.0392446419814995	0.03578291753563438
jrb_____________A	0.6313488642233035	0.5623686121719681	0.48848069696660884	0.35940298029574563	0.5732096781221429	0.38080053802934394	0.3692589827174057	0.46281099989194513	0.655637902299997	0.39458912553761316	0.544615692339735	0.5125395576625401	0.7378134775922227	0.635944950571072	0.5464798810476741	0.48189918261944015	0.5458528122997944	0.5887258737878571	0.604964996368698	0.5936266012354339
pus_____________A	0.07077158281108897	0.13963446937042398	0.04114479456091523	0.12802521396284328	0.07083549922138968	0.07783920972046106	0.05062045936979119	0.09972436901461634	0.1372170816268091	0.03893549183138384	0.07042841745566282	0.08012473236830078	0.0887119899393528	0.06548781830777399	0.05421061726147622	0.15652671628280052	0.1854564719220441	0.09213032075393894	0.10441087166436078	0.06385125349631153
kau_____________A	0.11943537380641824	0.09004984023052184	0.06707181742653387	0.07529018567459868	0.20249637905997028	0.42480175869661585	0.09383238482382898	0.1992825534501187	0.36373971681569683	0.14913783653023543	0.0626607617830797	0.23347858711282116	0.1974979579715151	0.13275287523949056	0.09387522049560851	0.097449399252064	0.14774953026472135	0.14768907246649612	0.08246367881386062	0.1533616635952661
hbs_____________A	0.16169178169120096	0.1763392268205701	0.046227055487894644	0.3145942653195496	0.21068368759463554	0.15978990442278315	0.10497118203601642	0.1955451118594164	0.09923470925509136	0.12883048411970652	0.07141847951741706	0.0805323521355192	0.2331012984152014	0.13189762424897977	0.10021556344415529	0.3399185223208325	0.32302640692972295	0.13382486263377016	0.2957818892261707	0.07774183147906388
syr_____________A	0.4371913509149169	0.3223500224408189	0.16215182348605922	0.36553706860982105	0.39096007185927323	0.37285374637156166	0.36903329699929843	0.46425516926827437	0.4854951138647168	0.22629583366985284	0.19398982068627768	0.3603318199191321	0.33458423296135287	0.4099957115939941	0.32667692913571056	0.3705193091562829	0.545192000122991	0.4235272123045733	0.46720667568799723	0.30961866556846
luy_____________A	0.7587595960623271	0.7366851026905762	0.46369465265953397	0.7752982315653058	0.7991623675649882	0.7823846561313672	0.5844614608659979	0.8069092015803013	0.7646714867418337	0.7210819446997274	0.6652773873111807	0.6757579913381028	0.7670545048474745	0.5785589231466595	0.5451362987714179	0.7570057545930323	0.8230617176725706	0.7205643742227158	0.600575431130085	0.41030717837260233
